País,Tarics,Descripción,Año,Exportaciones,Importaciones
Corea del Sur,1102,Cereales y harinas,2013,1507.23,12.00
Corea del Sur,1103,Cereales y harinas,2013,493.34,104.30
Corea del Sur,1104,Cereales y harinas,2013,425.11,45.73
Corea del Sur,0401,"Huevos, productos lácteos y miel",2013,14503.72,0.40
Corea del Sur,0402,"Huevos, productos lácteos y miel",2013,27127.01,66.06
Corea del Sur,0403,"Huevos, productos lácteos y miel",2013,1408.34,11.75
Corea del Sur,0404,"Huevos, productos lácteos y miel",2013,89778.09,nan
Corea del Sur,0405,"Huevos, productos lácteos y miel",2013,3743.72,nan
Corea del Sur,0406,"Huevos, productos lácteos y miel",2013,162904.10,7.82
Corea del Sur,0407,"Huevos, productos lácteos y miel",2013,10.00,nan
Corea del Sur,0408,"Huevos, productos lácteos y miel",2013,173.38,nan
Corea del Sur,0409,"Huevos, productos lácteos y miel",2013,1960.34,0.49
Corea del Sur,1509,Aceites,2013,115891.21,11.69
Corea del Sur,1511,Aceites,2013,465.57,0.18
Corea del Sur,1512,Aceites,2013,11938.68,nan
Corea del Sur,2201,Bebidas,2013,53976.29,47.41
Corea del Sur,2202,Bebidas,2013,53898.92,11460.66
Corea del Sur,2203,Bebidas,2013,192016.29,164.76
Corea del Sur,2204,Bebidas,2013,839387.10,109.90
Corea del Sur,2205,Bebidas,2013,7797.86,nan
Corea del Sur,2206,Bebidas,2013,8021.88,287.07
Corea del Sur,2207,Bebidas,2013,288.23,3978.52
Corea del Sur,1803,Chocolates,2013,13615.27,9.26
Corea del Sur,1804,Chocolates,2013,2981.96,nan
Corea del Sur,1805,Chocolates,2013,23407.62,12.09
Corea del Sur,1905,Panaderia y pastelería,2013,146120.85,2664.49
Corea del Sur,0201,Productos cárnicos,2014,719.22,nan
Corea del Sur,0202,Productos cárnicos,2014,326.76,nan
Corea del Sur,0203,Productos cárnicos,2014,548277.02,429.47
Corea del Sur,0204,Productos cárnicos,2014,85.21,nan
Corea del Sur,0205,Productos cárnicos,2014,nan,nan
Corea del Sur,0206,Productos cárnicos,2014,50643.21,25.73
Corea del Sur,0207,Productos cárnicos,2014,16750.42,32.48
Corea del Sur,0208,Productos cárnicos,2014,776.69,nan
Corea del Sur,0209,Productos cárnicos,2014,1712.04,nan
Corea del Sur,0210,Productos cárnicos,2014,9888.57,5.26
Corea del Sur,0302,Pescados y mariscos,2014,6760.68,nan
Corea del Sur,0303,Pescados y mariscos,2014,16664.32,27666.39
Corea del Sur,0304,Pescados y mariscos,2014,7064.62,28338.68
Corea del Sur,0305,Pescados y mariscos,2014,4991.93,227.69
Corea del Sur,0701,Verduras y hortalizas,2014,40.41,nan
Corea del Sur,0702,Verduras y hortalizas,2014,354.40,nan
Corea del Sur,0703,Verduras y hortalizas,2014,5916.28,2.04
Corea del Sur,0704,Verduras y hortalizas,2014,611.30,0.34
Corea del Sur,0705,Verduras y hortalizas,2014,984.52,nan
Corea del Sur,0706,Verduras y hortalizas,2014,253.70,45.33
Corea del Sur,0707,Verduras y hortalizas,2014,2461.32,nan
Corea del Sur,0708,Verduras y hortalizas,2014,405.47,nan
Corea del Sur,0803,Frutas y frutos secos,2014,1.29,nan
Corea del Sur,0804,Frutas y frutos secos,2014,2321.07,nan
Corea del Sur,0805,Frutas y frutos secos,2014,46599.60,nan
Corea del Sur,0806,Frutas y frutos secos,2014,1296.25,nan
Corea del Sur,0807,Frutas y frutos secos,2014,231.45,nan
Corea del Sur,0808,Frutas y frutos secos,2014,2763.86,163.28
Corea del Sur,0809,Frutas y frutos secos,2014,2464.02,nan
Corea del Sur,0810,Frutas y frutos secos,2014,15744.85,7.40
Corea del Sur,1101,Cereales y harinas,2014,2506.32,105.01
Corea del Sur,1102,Cereales y harinas,2014,1012.54,21.07
Corea del Sur,1103,Cereales y harinas,2014,682.27,140.94
Corea del Sur,1104,Cereales y harinas,2014,327.79,39.33
Corea del Sur,0401,"Huevos, productos lácteos y miel",2014,13248.80,1.82
Corea del Sur,0402,"Huevos, productos lácteos y miel",2014,35553.83,nan
Corea del Sur,0403,"Huevos, productos lácteos y miel",2014,1870.43,5.05
Corea del Sur,0404,"Huevos, productos lácteos y miel",2014,103240.43,nan
Corea del Sur,0405,"Huevos, productos lácteos y miel",2014,10252.95,nan
Corea del Sur,0406,"Huevos, productos lácteos y miel",2014,203304.57,0.03
Corea del Sur,0407,"Huevos, productos lácteos y miel",2014,22.46,nan
Corea del Sur,0408,"Huevos, productos lácteos y miel",2014,8.74,nan
Corea del Sur,0409,"Huevos, productos lácteos y miel",2014,1618.34,nan
Corea del Sur,1509,Aceites,2014,142883.30,13.25
Corea del Sur,1511,Aceites,2014,280.32,0.05
Corea del Sur,1512,Aceites,2014,12607.44,nan
Corea del Sur,2201,Bebidas,2014,55528.93,80.81
Corea del Sur,2202,Bebidas,2014,60967.21,19746.64
Corea del Sur,2203,Bebidas,2014,191155.00,258.58
Corea del Sur,2204,Bebidas,2014,800159.38,39.98
Corea del Sur,2205,Bebidas,2014,7266.83,0.00
Corea del Sur,2206,Bebidas,2014,11022.56,300.10
Corea del Sur,2207,Bebidas,2014,5115.67,697.46
Corea del Sur,1803,Chocolates,2014,12049.60,nan
Corea del Sur,1804,Chocolates,2014,3327.84,nan
Corea del Sur,1805,Chocolates,2014,23169.41,nan
Corea del Sur,1905,Panaderia y pastelería,2014,145699.58,2927.64
Corea del Sur,0201,Productos cárnicos,2015,875.13,nan
Corea del Sur,0202,Productos cárnicos,2015,139.00,nan
Corea del Sur,0203,Productos cárnicos,2015,529558.79,515.81
Corea del Sur,0204,Productos cárnicos,2015,280.02,nan
Corea del Sur,0205,Productos cárnicos,2015,nan,nan
Corea del Sur,0206,Productos cárnicos,2015,55240.07,nan
Corea del Sur,0207,Productos cárnicos,2015,23470.51,161.80
Corea del Sur,0208,Productos cárnicos,2015,469.61,nan
Corea del Sur,0209,Productos cárnicos,2015,3463.94,nan
Corea del Sur,0210,Productos cárnicos,2015,14180.54,6.57
Corea del Sur,0302,Pescados y mariscos,2015,14502.93,11.51
Corea del Sur,0303,Pescados y mariscos,2015,19158.62,24030.57
Corea del Sur,0304,Pescados y mariscos,2015,20613.50,53633.06
Corea del Sur,0305,Pescados y mariscos,2015,6525.30,232.14
Corea del Sur,0701,Verduras y hortalizas,2015,1.63,nan
Corea del Sur,0702,Verduras y hortalizas,2015,406.23,nan
Corea del Sur,0703,Verduras y hortalizas,2015,6297.24,3.19
Corea del Sur,0704,Verduras y hortalizas,2015,1664.80,3.05
Corea del Sur,0705,Verduras y hortalizas,2015,1153.77,nan
Corea del Sur,0706,Verduras y hortalizas,2015,311.27,28.42
Corea del Sur,0707,Verduras y hortalizas,2015,2177.92,nan
Corea del Sur,0708,Verduras y hortalizas,2015,487.80,nan
Corea del Sur,0803,Frutas y frutos secos,2015,2.22,nan
Corea del Sur,0804,Frutas y frutos secos,2015,2350.76,nan
Corea del Sur,0805,Frutas y frutos secos,2015,41109.97,12.52
Corea del Sur,0806,Frutas y frutos secos,2015,1069.08,0.13
Corea del Sur,0807,Frutas y frutos secos,2015,360.72,nan
Corea del Sur,0808,Frutas y frutos secos,2015,4739.85,152.65
Corea del Sur,0809,Frutas y frutos secos,2015,3547.97,nan
Corea del Sur,0810,Frutas y frutos secos,2015,16229.62,nan
Corea del Sur,1101,Cereales y harinas,2015,3005.18,153.45
Corea del Sur,1102,Cereales y harinas,2015,1404.87,3.36
Corea del Sur,1103,Cereales y harinas,2015,795.69,78.11
Corea del Sur,1104,Cereales y harinas,2015,407.14,66.19
Corea del Sur,0401,"Huevos, productos lácteos y miel",2015,13949.19,58.35
Corea del Sur,0402,"Huevos, productos lácteos y miel",2015,28046.25,0.06
Corea del Sur,0403,"Huevos, productos lácteos y miel",2015,2047.22,1.56
Corea del Sur,0404,"Huevos, productos lácteos y miel",2015,65177.48,48.00
Corea del Sur,0405,"Huevos, productos lácteos y miel",2015,15639.55,nan
Corea del Sur,0406,"Huevos, productos lácteos y miel",2015,235126.94,4.72
Corea del Sur,0407,"Huevos, productos lácteos y miel",2015,187.43,nan
Corea del Sur,0408,"Huevos, productos lácteos y miel",2015,227.33,0.25
Corea del Sur,0409,"Huevos, productos lácteos y miel",2015,5065.86,3.94
Corea del Sur,1509,Aceites,2015,143550.63,12.62
Corea del Sur,1511,Aceites,2015,227.55,1.00
Corea del Sur,1512,Aceites,2015,16024.67,nan
Corea del Sur,2201,Bebidas,2015,59059.62,89.74
Corea del Sur,2202,Bebidas,2015,74890.11,24983.55
Corea del Sur,2203,Bebidas,2015,217443.30,361.24
Corea del Sur,2204,Bebidas,2015,867766.39,254.72
Corea del Sur,2205,Bebidas,2015,7602.81,0.58
Corea del Sur,2206,Bebidas,2015,11073.57,348.28
Corea del Sur,2207,Bebidas,2015,671.99,2.56
Corea del Sur,1803,Chocolates,2015,25348.10,nan
Corea del Sur,1804,Chocolates,2015,5311.68,nan
Corea del Sur,1805,Chocolates,2015,26430.45,nan
Corea del Sur,1905,Panaderia y pastelería,2015,140352.28,4487.03
Corea del Sur,0201,Productos cárnicos,2016,158.23,nan
Corea del Sur,0202,Productos cárnicos,2016,1430.08,nan
Corea del Sur,0203,Productos cárnicos,2016,667161.16,584.85
Corea del Sur,0204,Productos cárnicos,2016,1283.08,nan
Corea del Sur,0205,Productos cárnicos,2016,nan,nan
Corea del Sur,0206,Productos cárnicos,2016,44447.20,nan
Corea del Sur,0207,Productos cárnicos,2016,23865.70,nan
Corea del Sur,0208,Productos cárnicos,2016,357.22,nan
Corea del Sur,0209,Productos cárnicos,2016,4609.48,14.94
Corea del Sur,0210,Productos cárnicos,2016,19075.32,nan
Corea del Sur,0302,Pescados y mariscos,2016,12535.72,nan
Corea del Sur,0303,Pescados y mariscos,2016,32205.93,26896.04
Corea del Sur,0304,Pescados y mariscos,2016,28983.37,66022.97
Corea del Sur,0305,Pescados y mariscos,2016,10382.90,237.39
Corea del Sur,0701,Verduras y hortalizas,2016,9.52,4.04
Corea del Sur,0702,Verduras y hortalizas,2016,1031.62,nan
Corea del Sur,0703,Verduras y hortalizas,2016,8498.61,16.37
Corea del Sur,0704,Verduras y hortalizas,2016,2608.42,0.03
Corea del Sur,0705,Verduras y hortalizas,2016,1219.13,nan
Corea del Sur,0706,Verduras y hortalizas,2016,627.82,25.61
Corea del Sur,0707,Verduras y hortalizas,2016,2402.05,0.86
Corea del Sur,0708,Verduras y hortalizas,2016,433.01,nan
Corea del Sur,0803,Frutas y frutos secos,2016,2.67,nan
Corea del Sur,0804,Frutas y frutos secos,2016,2191.92,0.19
Corea del Sur,0805,Frutas y frutos secos,2016,33791.89,1.37
Corea del Sur,0806,Frutas y frutos secos,2016,1709.11,0.00
Corea del Sur,0807,Frutas y frutos secos,2016,138.71,nan
Corea del Sur,0808,Frutas y frutos secos,2016,7369.61,162.93
Corea del Sur,0809,Frutas y frutos secos,2016,5948.20,nan
Corea del Sur,0810,Frutas y frutos secos,2016,16547.82,0.12
Corea del Sur,1101,Cereales y harinas,2016,3638.92,239.07
Corea del Sur,1102,Cereales y harinas,2016,1167.70,23.98
Corea del Sur,1103,Cereales y harinas,2016,599.49,7.40
Corea del Sur,1104,Cereales y harinas,2016,752.43,49.85
Corea del Sur,0401,"Huevos, productos lácteos y miel",2016,40693.58,48.24
Corea del Sur,0402,"Huevos, productos lácteos y miel",2016,24086.30,nan
Corea del Sur,0403,"Huevos, productos lácteos y miel",2016,2120.65,0.03
Corea del Sur,0404,"Huevos, productos lácteos y miel",2016,77987.90,1.52
Corea del Sur,0405,"Huevos, productos lácteos y miel",2016,24381.18,0.08
Corea del Sur,0406,"Huevos, productos lácteos y miel",2016,258488.10,nan
Corea del Sur,0407,"Huevos, productos lácteos y miel",2016,2.81,nan
Corea del Sur,0408,"Huevos, productos lácteos y miel",2016,693.74,nan
Corea del Sur,0409,"Huevos, productos lácteos y miel",2016,4526.14,nan
Corea del Sur,1509,Aceites,2016,177450.69,944.09
Corea del Sur,1511,Aceites,2016,406.89,0.00
Corea del Sur,1512,Aceites,2016,16271.86,89.73
Corea del Sur,2201,Bebidas,2016,59725.04,102.53
Corea del Sur,2202,Bebidas,2016,80999.53,27873.80
Corea del Sur,2203,Bebidas,2016,227750.87,476.62
Corea del Sur,2204,Bebidas,2016,894802.69,188.61
Corea del Sur,2205,Bebidas,2016,7817.51,nan
Corea del Sur,2206,Bebidas,2016,9679.40,369.10
Corea del Sur,2207,Bebidas,2016,760.72,nan
Corea del Sur,1803,Chocolates,2016,25650.56,0.05
Corea del Sur,1804,Chocolates,2016,2199.97,nan
Corea del Sur,1805,Chocolates,2016,29511.66,17.83
Corea del Sur,1905,Panaderia y pastelería,2016,160599.38,4793.53
Corea del Sur,0201,Productos cárnicos,2017,1313.22,nan
Corea del Sur,0202,Productos cárnicos,2017,2984.49,nan
Corea del Sur,0203,Productos cárnicos,2017,741587.41,134.91
Corea del Sur,0204,Productos cárnicos,2017,4588.18,nan
Corea del Sur,0205,Productos cárnicos,2017,nan,nan
Corea del Sur,0206,Productos cárnicos,2017,77383.55,47.13
Corea del Sur,0207,Productos cárnicos,2017,22620.31,nan
Corea del Sur,0208,Productos cárnicos,2017,221.50,nan
Corea del Sur,0209,Productos cárnicos,2017,4387.43,nan
Corea del Sur,0210,Productos cárnicos,2017,21764.37,nan
Corea del Sur,0302,Pescados y mariscos,2017,16518.17,nan
Corea del Sur,0303,Pescados y mariscos,2017,44158.65,40703.99
Corea del Sur,0304,Pescados y mariscos,2017,47215.52,72996.93
Corea del Sur,0305,Pescados y mariscos,2017,14608.45,219.60
Corea del Sur,0701,Verduras y hortalizas,2017,147.56,nan
Corea del Sur,0702,Verduras y hortalizas,2017,779.37,nan
Corea del Sur,0703,Verduras y hortalizas,2017,6359.93,19.20
Corea del Sur,0704,Verduras y hortalizas,2017,3226.80,nan
Corea del Sur,0705,Verduras y hortalizas,2017,2123.78,nan
Corea del Sur,0706,Verduras y hortalizas,2017,695.77,17.49
Corea del Sur,0707,Verduras y hortalizas,2017,1851.72,nan
Corea del Sur,0708,Verduras y hortalizas,2017,458.92,2.70
Corea del Sur,0803,Frutas y frutos secos,2017,9.97,nan
Corea del Sur,0804,Frutas y frutos secos,2017,3043.59,0.85
Corea del Sur,0805,Frutas y frutos secos,2017,43581.31,0.10
Corea del Sur,0806,Frutas y frutos secos,2017,3195.87,2.54
Corea del Sur,0807,Frutas y frutos secos,2017,247.14,3.04
Corea del Sur,0808,Frutas y frutos secos,2017,8620.16,210.64
Corea del Sur,0809,Frutas y frutos secos,2017,8930.42,nan
Corea del Sur,0810,Frutas y frutos secos,2017,18846.44,nan
Corea del Sur,1101,Cereales y harinas,2017,4043.22,222.46
Corea del Sur,1102,Cereales y harinas,2017,1538.45,65.27
Corea del Sur,1103,Cereales y harinas,2017,1455.42,42.14
Corea del Sur,1104,Cereales y harinas,2017,329.46,57.56
Corea del Sur,0401,"Huevos, productos lácteos y miel",2017,48553.54,39.44
Corea del Sur,0402,"Huevos, productos lácteos y miel",2017,31720.74,nan
Corea del Sur,0403,"Huevos, productos lácteos y miel",2017,2172.04,44.99
Corea del Sur,0404,"Huevos, productos lácteos y miel",2017,90156.45,207.10
Corea del Sur,0405,"Huevos, productos lácteos y miel",2017,19426.32,nan
Corea del Sur,0406,"Huevos, productos lácteos y miel",2017,293537.97,79.69
Corea del Sur,0407,"Huevos, productos lácteos y miel",2017,2331.34,301.42
Corea del Sur,0408,"Huevos, productos lácteos y miel",2017,1698.32,nan
Corea del Sur,0409,"Huevos, productos lácteos y miel",2017,4181.62,1.39
Corea del Sur,1509,Aceites,2017,177312.80,205.11
Corea del Sur,1511,Aceites,2017,637.88,0.01
Corea del Sur,1512,Aceites,2017,17044.99,44.24
Corea del Sur,2201,Bebidas,2017,63566.37,120.70
Corea del Sur,2202,Bebidas,2017,83834.02,31364.96
Corea del Sur,2203,Bebidas,2017,266667.91,378.35
Corea del Sur,2204,Bebidas,2017,978215.46,28.13
Corea del Sur,2205,Bebidas,2017,9696.05,nan
Corea del Sur,2206,Bebidas,2017,10918.16,404.62
Corea del Sur,2207,Bebidas,2017,810.38,1.87
Corea del Sur,1803,Chocolates,2017,18025.13,0.13
Corea del Sur,1804,Chocolates,2017,1697.65,0.46
Corea del Sur,1805,Chocolates,2017,25486.42,57.81
Corea del Sur,1905,Panaderia y pastelería,2017,196386.61,5383.18
Corea del Sur,0201,Productos cárnicos,2018,1551.72,nan
Corea del Sur,0202,Productos cárnicos,2018,2531.48,nan
Corea del Sur,0203,Productos cárnicos,2018,814566.64,194.30
Corea del Sur,0204,Productos cárnicos,2018,6058.74,nan
Corea del Sur,0205,Productos cárnicos,2018,nan,nan
Corea del Sur,0206,Productos cárnicos,2018,70771.41,nan
Corea del Sur,0207,Productos cárnicos,2018,28158.36,27.24
Corea del Sur,0208,Productos cárnicos,2018,184.64,nan
Corea del Sur,0209,Productos cárnicos,2018,1949.11,nan
Corea del Sur,0210,Productos cárnicos,2018,22217.69,4.49
Corea del Sur,0302,Pescados y mariscos,2018,21528.22,nan
Corea del Sur,0303,Pescados y mariscos,2018,24925.30,28255.00
Corea del Sur,0304,Pescados y mariscos,2018,56693.60,71671.81
Corea del Sur,0305,Pescados y mariscos,2018,14767.12,118.81
Corea del Sur,0701,Verduras y hortalizas,2018,190.76,nan
Corea del Sur,0702,Verduras y hortalizas,2018,386.32,nan
Corea del Sur,0703,Verduras y hortalizas,2018,7333.81,10.13
Corea del Sur,0704,Verduras y hortalizas,2018,4238.58,nan
Corea del Sur,0705,Verduras y hortalizas,2018,2600.75,nan
Corea del Sur,0706,Verduras y hortalizas,2018,473.94,26.30
Corea del Sur,0707,Verduras y hortalizas,2018,2262.32,nan
Corea del Sur,0708,Verduras y hortalizas,2018,471.69,nan
Corea del Sur,0803,Frutas y frutos secos,2018,0.19,nan
Corea del Sur,0804,Frutas y frutos secos,2018,2646.81,nan
Corea del Sur,0805,Frutas y frutos secos,2018,69372.66,nan
Corea del Sur,0806,Frutas y frutos secos,2018,3104.83,2.30
Corea del Sur,0807,Frutas y frutos secos,2018,217.91,nan
Corea del Sur,0808,Frutas y frutos secos,2018,7629.27,140.28
Corea del Sur,0809,Frutas y frutos secos,2018,3863.34,nan
Corea del Sur,0810,Frutas y frutos secos,2018,18165.62,0.04
Corea del Sur,1101,Cereales y harinas,2018,4820.02,223.63
Corea del Sur,1102,Cereales y harinas,2018,2050.25,110.20
Corea del Sur,1103,Cereales y harinas,2018,1680.20,21.15
Corea del Sur,1104,Cereales y harinas,2018,530.30,66.72
Corea del Sur,0401,"Huevos, productos lácteos y miel",2018,66091.26,542.09
Corea del Sur,0402,"Huevos, productos lácteos y miel",2018,28039.00,88.31
Corea del Sur,0403,"Huevos, productos lácteos y miel",2018,1738.22,nan
Corea del Sur,0404,"Huevos, productos lácteos y miel",2018,92393.08,nan
Corea del Sur,0405,"Huevos, productos lácteos y miel",2018,23331.45,nan
Corea del Sur,0406,"Huevos, productos lácteos y miel",2018,286089.84,nan
Corea del Sur,0407,"Huevos, productos lácteos y miel",2018,369.30,nan
Corea del Sur,0408,"Huevos, productos lácteos y miel",2018,830.24,nan
Corea del Sur,0409,"Huevos, productos lácteos y miel",2018,4013.68,0.05
Corea del Sur,1509,Aceites,2018,177407.75,0.30
Corea del Sur,1511,Aceites,2018,324.03,nan
Corea del Sur,1512,Aceites,2018,20272.32,9.50
Corea del Sur,2201,Bebidas,2018,62270.72,258.41
Corea del Sur,2202,Bebidas,2018,94091.19,32851.03
Corea del Sur,2203,Bebidas,2018,281836.89,549.53
Corea del Sur,2204,Bebidas,2018,1015444.55,87.19
Corea del Sur,2205,Bebidas,2018,9118.11,0.09
Corea del Sur,2206,Bebidas,2018,14794.04,521.88
Corea del Sur,2207,Bebidas,2018,1260.62,0.66
Corea del Sur,1803,Chocolates,2018,17631.22,nan
Corea del Sur,1804,Chocolates,2018,1849.11,nan
Corea del Sur,1805,Chocolates,2018,26520.79,0.49
Corea del Sur,1905,Panaderia y pastelería,2018,212674.62,5922.18
Corea del Sur,0201,Productos cárnicos,2019,1998.22,nan
Corea del Sur,0202,Productos cárnicos,2019,14026.72,1.70
Corea del Sur,0203,Productos cárnicos,2019,712285.17,210.73
Corea del Sur,0204,Productos cárnicos,2019,7167.79,nan
Corea del Sur,0205,Productos cárnicos,2019,nan,nan
Corea del Sur,0206,Productos cárnicos,2019,57472.41,100.99
Corea del Sur,0207,Productos cárnicos,2019,33824.31,5.96
Corea del Sur,0208,Productos cárnicos,2019,628.62,nan
Corea del Sur,0209,Productos cárnicos,2019,3121.25,nan
Corea del Sur,0210,Productos cárnicos,2019,31092.63,7.75
Corea del Sur,0302,Pescados y mariscos,2019,18322.31,0.02
Corea del Sur,0303,Pescados y mariscos,2019,49805.02,15040.88
Corea del Sur,0304,Pescados y mariscos,2019,42066.68,70815.67
Corea del Sur,0305,Pescados y mariscos,2019,16512.75,158.83
Corea del Sur,0701,Verduras y hortalizas,2019,58.90,0.79
Corea del Sur,0702,Verduras y hortalizas,2019,155.40,0.52
Corea del Sur,0703,Verduras y hortalizas,2019,7118.90,30.55
Corea del Sur,0704,Verduras y hortalizas,2019,7836.96,0.78
Corea del Sur,0705,Verduras y hortalizas,2019,2343.85,nan
Corea del Sur,0706,Verduras y hortalizas,2019,881.15,34.53
Corea del Sur,0707,Verduras y hortalizas,2019,1645.23,nan
Corea del Sur,0708,Verduras y hortalizas,2019,382.89,nan
Corea del Sur,0803,Frutas y frutos secos,2019,0.99,0.04
Corea del Sur,0804,Frutas y frutos secos,2019,2340.50,0.50
Corea del Sur,0805,Frutas y frutos secos,2019,64314.62,6.41
Corea del Sur,0806,Frutas y frutos secos,2019,2631.90,0.16
Corea del Sur,0807,Frutas y frutos secos,2019,204.57,nan
Corea del Sur,0808,Frutas y frutos secos,2019,7907.64,184.75
Corea del Sur,0809,Frutas y frutos secos,2019,4931.38,0.21
Corea del Sur,0810,Frutas y frutos secos,2019,21874.69,0.44
Corea del Sur,1101,Cereales y harinas,2019,5168.02,249.15
Corea del Sur,1102,Cereales y harinas,2019,2301.70,3.55
Corea del Sur,1103,Cereales y harinas,2019,1815.47,21.80
Corea del Sur,1104,Cereales y harinas,2019,526.57,46.81
Corea del Sur,0401,"Huevos, productos lácteos y miel",2019,71755.73,119.40
Corea del Sur,0402,"Huevos, productos lácteos y miel",2019,31573.34,nan
Corea del Sur,0403,"Huevos, productos lácteos y miel",2019,1577.37,0.01
Corea del Sur,0404,"Huevos, productos lácteos y miel",2019,108174.48,nan
Corea del Sur,0405,"Huevos, productos lácteos y miel",2019,37613.67,nan
Corea del Sur,0406,"Huevos, productos lácteos y miel",2019,335611.96,50.47
Corea del Sur,0407,"Huevos, productos lácteos y miel",2019,490.28,nan
Corea del Sur,0408,"Huevos, productos lácteos y miel",2019,740.14,nan
Corea del Sur,0409,"Huevos, productos lácteos y miel",2019,4198.32,13.71
Corea del Sur,1509,Aceites,2019,158979.90,202.94
Corea del Sur,1511,Aceites,2019,474.39,0.16
Corea del Sur,1512,Aceites,2019,20154.32,31.18
Corea del Sur,2201,Bebidas,2019,64554.08,133.72
Corea del Sur,2202,Bebidas,2019,102577.62,37335.71
Corea del Sur,2203,Bebidas,2019,292775.25,567.55
Corea del Sur,2204,Bebidas,2019,1058919.50,217.96
Corea del Sur,2205,Bebidas,2019,8614.96,22.28
Corea del Sur,2206,Bebidas,2019,19249.15,519.51
Corea del Sur,2207,Bebidas,2019,1832.13,0.80
Corea del Sur,1803,Chocolates,2019,14366.96,nan
Corea del Sur,1804,Chocolates,2019,3798.10,nan
Corea del Sur,1805,Chocolates,2019,26166.87,70.41
Corea del Sur,1905,Panaderia y pastelería,2019,229417.51,6853.61
Corea del Sur,0201,Productos cárnicos,2020,2106.21,nan
Corea del Sur,0202,Productos cárnicos,2020,51373.51,nan
Corea del Sur,0203,Productos cárnicos,2020,629292.33,616.89
Corea del Sur,0204,Productos cárnicos,2020,6707.78,nan
Corea del Sur,0205,Productos cárnicos,2020,nan,nan
Corea del Sur,0206,Productos cárnicos,2020,45418.22,nan
Corea del Sur,0207,Productos cárnicos,2020,26601.80,nan
Corea del Sur,0208,Productos cárnicos,2020,502.43,nan
Corea del Sur,0209,Productos cárnicos,2020,4142.86,63.70
Corea del Sur,0210,Productos cárnicos,2020,38440.50,nan
Corea del Sur,0302,Pescados y mariscos,2020,10148.20,0.03
Corea del Sur,0303,Pescados y mariscos,2020,39894.46,31570.01
Corea del Sur,0304,Pescados y mariscos,2020,43284.35,58430.29
Corea del Sur,0305,Pescados y mariscos,2020,19974.30,66.52
Corea del Sur,0701,Verduras y hortalizas,2020,96.69,0.08
Corea del Sur,0702,Verduras y hortalizas,2020,111.52,nan
Corea del Sur,0703,Verduras y hortalizas,2020,10548.15,15.66
Corea del Sur,0704,Verduras y hortalizas,2020,4083.86,13.53
Corea del Sur,0705,Verduras y hortalizas,2020,1725.53,nan
Corea del Sur,0706,Verduras y hortalizas,2020,209.16,34.32
Corea del Sur,0707,Verduras y hortalizas,2020,461.63,nan
Corea del Sur,0708,Verduras y hortalizas,2020,205.25,nan
Corea del Sur,0803,Frutas y frutos secos,2020,0.02,nan
Corea del Sur,0804,Frutas y frutos secos,2020,2811.12,0.40
Corea del Sur,0805,Frutas y frutos secos,2020,49524.70,6.37
Corea del Sur,0806,Frutas y frutos secos,2020,2577.61,0.05
Corea del Sur,0807,Frutas y frutos secos,2020,163.68,1.75
Corea del Sur,0808,Frutas y frutos secos,2020,5304.41,142.74
Corea del Sur,0809,Frutas y frutos secos,2020,3252.02,nan
Corea del Sur,0810,Frutas y frutos secos,2020,21872.78,nan
Corea del Sur,1101,Cereales y harinas,2020,6103.75,79.13
Corea del Sur,1102,Cereales y harinas,2020,2437.55,8.85
Corea del Sur,1103,Cereales y harinas,2020,2585.32,42.93
Corea del Sur,1104,Cereales y harinas,2020,456.21,37.77
Corea del Sur,0401,"Huevos, productos lácteos y miel",2020,77659.51,109.46
Corea del Sur,0402,"Huevos, productos lácteos y miel",2020,34811.64,0.08
Corea del Sur,0403,"Huevos, productos lácteos y miel",2020,2635.19,0.17
Corea del Sur,0404,"Huevos, productos lácteos y miel",2020,136881.20,231.00
Corea del Sur,0405,"Huevos, productos lácteos y miel",2020,48557.59,nan
Corea del Sur,0406,"Huevos, productos lácteos y miel",2020,382682.38,104.14
Corea del Sur,0407,"Huevos, productos lácteos y miel",2020,848.55,nan
Corea del Sur,0408,"Huevos, productos lácteos y miel",2020,758.48,nan
Corea del Sur,0409,"Huevos, productos lácteos y miel",2020,4390.65,0.05
Corea del Sur,1509,Aceites,2020,170105.29,67.41
Corea del Sur,1511,Aceites,2020,429.95,0.19
Corea del Sur,1512,Aceites,2020,21305.51,9.83
Corea del Sur,2201,Bebidas,2020,56715.64,34.38
Corea del Sur,2202,Bebidas,2020,122795.06,37312.83
Corea del Sur,2203,Bebidas,2020,263416.65,542.56
Corea del Sur,2204,Bebidas,2020,1109236.49,58.45
Corea del Sur,2205,Bebidas,2020,10185.20,0.03
Corea del Sur,2206,Bebidas,2020,20578.66,462.93
Corea del Sur,2207,Bebidas,2020,2442.99,1.63
Corea del Sur,1803,Chocolates,2020,19720.36,nan
Corea del Sur,1804,Chocolates,2020,4633.78,nan
Corea del Sur,1805,Chocolates,2020,23396.36,75.34
Corea del Sur,1905,Panaderia y pastelería,2020,231984.13,7762.02
