País,Tarics,Descripción,Año,Exportaciones,Importaciones
Canadá,0702,Verduras y hortalizas,2014,350.36,nan
Canadá,0703,Verduras y hortalizas,2014,5793.31,nan
Canadá,0704,Verduras y hortalizas,2014,564.82,2.85
Canadá,0705,Verduras y hortalizas,2014,829.88,nan
Canadá,0706,Verduras y hortalizas,2014,219.22,30.59
Canadá,0707,Verduras y hortalizas,2014,2461.32,nan
Canadá,0708,Verduras y hortalizas,2014,405.47,0.77
Canadá,0803,Frutas y frutos secos,2014,0.20,3.68
Canadá,0804,Frutas y frutos secos,2014,2266.57,0.56
Canadá,0805,Frutas y frutos secos,2014,45510.73,nan
Canadá,0806,Frutas y frutos secos,2014,1276.55,271.97
Canadá,0807,Frutas y frutos secos,2014,229.31,nan
Canadá,0808,Frutas y frutos secos,2014,2729.79,16.13
Canadá,0809,Frutas y frutos secos,2014,2463.74,3080.64
Canadá,0810,Frutas y frutos secos,2014,14632.45,1332.91
Canadá,1101,Cereales y harinas,2014,1486.45,546.50
Canadá,1102,Cereales y harinas,2014,234.13,22.73
Canadá,1103,Cereales y harinas,2014,566.15,18.64
Canadá,1104,Cereales y harinas,2014,229.53,392.67
Canadá,0401,"Huevos, productos lácteos y miel",2014,1433.32,nan
Canadá,0402,"Huevos, productos lácteos y miel",2014,136.73,6.20
Canadá,0403,"Huevos, productos lácteos y miel",2014,72.50,1.79
Canadá,0404,"Huevos, productos lácteos y miel",2014,1567.27,386.36
Canadá,0405,"Huevos, productos lácteos y miel",2014,2377.06,1.43
Canadá,0406,"Huevos, productos lácteos y miel",2014,113153.87,134.15
Canadá,0407,"Huevos, productos lácteos y miel",2014,nan,5974.49
Canadá,0408,"Huevos, productos lácteos y miel",2014,1.01,11.12
Canadá,0409,"Huevos, productos lácteos y miel",2014,1413.98,140.24
Canadá,1509,Aceites,2014,100896.54,2.44
Canadá,1511,Aceites,2014,261.20,2.26
Canadá,1512,Aceites,2014,899.27,19.81
Canadá,2201,Bebidas,2014,47498.47,62.85
Canadá,2202,Bebidas,2014,37333.27,2078.96
Canadá,2203,Bebidas,2014,158038.45,1085.09
Canadá,2204,Bebidas,2014,715745.71,982.27
Canadá,2205,Bebidas,2014,6310.95,nan
Canadá,2206,Bebidas,2014,9136.64,351.14
Canadá,2207,Bebidas,2014,4560.32,17.28
Canadá,1803,Chocolates,2014,6604.94,1.02
Canadá,1804,Chocolates,2014,287.09,0.69
Canadá,1805,Chocolates,2014,14863.50,8.25
Canadá,1905,Panaderia y pastelería,2014,103958.75,3075.16
Canadá,0201,Productos cárnicos,2015,9.79,3404.97
Canadá,0202,Productos cárnicos,2015,15.53,705.50
Canadá,0203,Productos cárnicos,2015,54643.20,65.53
Canadá,0204,Productos cárnicos,2015,254.56,nan
Canadá,0205,Productos cárnicos,2015,nan,18871.72
Canadá,0206,Productos cárnicos,2015,1537.83,733.25
Canadá,0207,Productos cárnicos,2015,7950.26,161.62
Canadá,0208,Productos cárnicos,2015,469.61,232.88
Canadá,0209,Productos cárnicos,2015,47.92,nan
Canadá,0210,Productos cárnicos,2015,12749.80,9.47
Canadá,0302,Pescados y mariscos,2015,8109.43,9162.57
Canadá,0303,Pescados y mariscos,2015,5868.72,14257.30
Canadá,0304,Pescados y mariscos,2015,7919.75,13113.89
Canadá,0305,Pescados y mariscos,2015,6159.96,5070.33
Canadá,0701,Verduras y hortalizas,2015,1.63,0.20
Canadá,0702,Verduras y hortalizas,2015,391.03,2.23
Canadá,0703,Verduras y hortalizas,2015,6192.77,0.67
Canadá,0704,Verduras y hortalizas,2015,1238.56,nan
Canadá,0705,Verduras y hortalizas,2015,959.84,nan
Canadá,0706,Verduras y hortalizas,2015,270.30,1.74
Canadá,0707,Verduras y hortalizas,2015,2177.92,nan
Canadá,0708,Verduras y hortalizas,2015,484.22,75.51
Canadá,0803,Frutas y frutos secos,2015,nan,1.05
Canadá,0804,Frutas y frutos secos,2015,2323.00,2.79
Canadá,0805,Frutas y frutos secos,2015,39028.86,nan
Canadá,0806,Frutas y frutos secos,2015,1053.91,0.45
Canadá,0807,Frutas y frutos secos,2015,359.09,nan
Canadá,0808,Frutas y frutos secos,2015,4739.85,nan
Canadá,0809,Frutas y frutos secos,2015,3547.97,693.87
Canadá,0810,Frutas y frutos secos,2015,15702.36,830.16
Canadá,1101,Cereales y harinas,2015,1684.31,694.89
Canadá,1102,Cereales y harinas,2015,290.23,31.10
Canadá,1103,Cereales y harinas,2015,671.07,0.01
Canadá,1104,Cereales y harinas,2015,222.58,403.05
Canadá,0401,"Huevos, productos lácteos y miel",2015,1613.77,nan
Canadá,0402,"Huevos, productos lácteos y miel",2015,1151.72,0.20
Canadá,0403,"Huevos, productos lácteos y miel",2015,171.03,2.02
Canadá,0404,"Huevos, productos lácteos y miel",2015,1629.46,0.37
Canadá,0405,"Huevos, productos lácteos y miel",2015,4673.59,nan
Canadá,0406,"Huevos, productos lácteos y miel",2015,109275.67,122.76
Canadá,0407,"Huevos, productos lácteos y miel",2015,nan,6476.48
Canadá,0408,"Huevos, productos lácteos y miel",2015,4.58,35.80
Canadá,0409,"Huevos, productos lácteos y miel",2015,4690.63,256.49
Canadá,1509,Aceites,2015,99310.90,0.68
Canadá,1511,Aceites,2015,132.27,nan
Canadá,1512,Aceites,2015,1277.77,39.07
Canadá,2201,Bebidas,2015,50112.05,100.50
Canadá,2202,Bebidas,2015,44312.95,1898.32
Canadá,2203,Bebidas,2015,167042.43,1722.68
Canadá,2204,Bebidas,2015,774992.34,1096.39
Canadá,2205,Bebidas,2015,6930.12,0.06
Canadá,2206,Bebidas,2015,8053.85,302.55
Canadá,2207,Bebidas,2015,51.48,22.09
Canadá,1803,Chocolates,2015,19872.17,2.30
Canadá,1804,Chocolates,2015,219.08,nan
Canadá,1805,Chocolates,2015,14877.75,0.11
Canadá,1905,Panaderia y pastelería,2015,95001.25,3696.90
Canadá,0201,Productos cárnicos,2016,87.12,2903.81
Canadá,0202,Productos cárnicos,2016,1158.59,336.85
Canadá,0203,Productos cárnicos,2016,72761.81,324.48
Canadá,0204,Productos cárnicos,2016,1257.99,nan
Canadá,0205,Productos cárnicos,2016,nan,17442.77
Canadá,0206,Productos cárnicos,2016,2762.77,912.07
Canadá,0207,Productos cárnicos,2016,11575.29,26.11
Canadá,0208,Productos cárnicos,2016,357.22,27.59
Canadá,0209,Productos cárnicos,2016,269.13,nan
Canadá,0210,Productos cárnicos,2016,14591.96,13.93
Canadá,0302,Pescados y mariscos,2016,8248.81,9436.18
Canadá,0303,Pescados y mariscos,2016,7050.76,18726.95
Canadá,0304,Pescados y mariscos,2016,10830.30,14044.83
Canadá,0305,Pescados y mariscos,2016,10163.92,5414.53
Canadá,0701,Verduras y hortalizas,2016,5.25,nan
Canadá,0702,Verduras y hortalizas,2016,1026.81,nan
Canadá,0703,Verduras y hortalizas,2016,8296.37,125.07
Canadá,0704,Verduras y hortalizas,2016,2473.80,nan
Canadá,0705,Verduras y hortalizas,2016,1007.94,nan
Canadá,0706,Verduras y hortalizas,2016,582.35,23.84
Canadá,0707,Verduras y hortalizas,2016,2402.05,nan
Canadá,0708,Verduras y hortalizas,2016,433.01,84.01
Canadá,0803,Frutas y frutos secos,2016,0.04,0.25
Canadá,0804,Frutas y frutos secos,2016,2177.71,1.49
Canadá,0805,Frutas y frutos secos,2016,31963.48,nan
Canadá,0806,Frutas y frutos secos,2016,1680.38,54.09
Canadá,0807,Frutas y frutos secos,2016,137.56,nan
Canadá,0808,Frutas y frutos secos,2016,7369.61,4.09
Canadá,0809,Frutas y frutos secos,2016,5948.20,306.67
Canadá,0810,Frutas y frutos secos,2016,16291.54,604.18
Canadá,1101,Cereales y harinas,2016,1798.47,922.28
Canadá,1102,Cereales y harinas,2016,281.20,13.96
Canadá,1103,Cereales y harinas,2016,493.50,31.41
Canadá,1104,Cereales y harinas,2016,444.04,577.53
Canadá,0401,"Huevos, productos lácteos y miel",2016,1882.81,0.12
Canadá,0402,"Huevos, productos lácteos y miel",2016,840.07,1.39
Canadá,0403,"Huevos, productos lácteos y miel",2016,88.93,0.84
Canadá,0404,"Huevos, productos lácteos y miel",2016,490.10,48.55
Canadá,0405,"Huevos, productos lácteos y miel",2016,13095.14,nan
Canadá,0406,"Huevos, productos lácteos y miel",2016,116614.48,175.17
Canadá,0407,"Huevos, productos lácteos y miel",2016,0.05,9063.61
Canadá,0408,"Huevos, productos lácteos y miel",2016,9.73,35.69
Canadá,0409,"Huevos, productos lácteos y miel",2016,3946.09,122.47
Canadá,1509,Aceites,2016,128328.56,3.30
Canadá,1511,Aceites,2016,331.42,0.01
Canadá,1512,Aceites,2016,1892.48,40.02
Canadá,2201,Bebidas,2016,50773.88,110.97
Canadá,2202,Bebidas,2016,49317.80,2430.75
Canadá,2203,Bebidas,2016,163874.32,2469.42
Canadá,2204,Bebidas,2016,795101.09,1601.82
Canadá,2205,Bebidas,2016,7205.88,0.68
Canadá,2206,Bebidas,2016,6655.63,237.63
Canadá,2207,Bebidas,2016,90.24,14.95
Canadá,1803,Chocolates,2016,19025.72,1.44
Canadá,1804,Chocolates,2016,615.28,nan
Canadá,1805,Chocolates,2016,15239.67,13.81
Canadá,1905,Panaderia y pastelería,2016,103420.40,3051.07
Canadá,0201,Productos cárnicos,2017,1313.22,5896.76
Canadá,0202,Productos cárnicos,2017,2600.95,126.34
Canadá,0203,Productos cárnicos,2017,79673.60,819.00
Canadá,0204,Productos cárnicos,2017,4095.03,43.03
Canadá,0205,Productos cárnicos,2017,nan,9025.96
Canadá,0206,Productos cárnicos,2017,5605.82,453.67
Canadá,0207,Productos cárnicos,2017,12164.54,116.62
Canadá,0208,Productos cárnicos,2017,212.60,15.46
Canadá,0209,Productos cárnicos,2017,118.66,10.83
Canadá,0210,Productos cárnicos,2017,16358.13,61.15
Canadá,0302,Pescados y mariscos,2017,10818.60,8192.28
Canadá,0303,Pescados y mariscos,2017,7763.97,25202.99
Canadá,0304,Pescados y mariscos,2017,13287.81,10850.24
Canadá,0305,Pescados y mariscos,2017,14537.04,9041.59
Canadá,0701,Verduras y hortalizas,2017,147.55,0.24
Canadá,0702,Verduras y hortalizas,2017,760.85,nan
Canadá,0703,Verduras y hortalizas,2017,6267.93,0.76
Canadá,0704,Verduras y hortalizas,2017,3106.64,nan
Canadá,0705,Verduras y hortalizas,2017,1913.16,nan
Canadá,0706,Verduras y hortalizas,2017,627.85,nan
Canadá,0707,Verduras y hortalizas,2017,1831.40,nan
Canadá,0708,Verduras y hortalizas,2017,458.92,15.67
Canadá,0803,Frutas y frutos secos,2017,2.48,nan
Canadá,0804,Frutas y frutos secos,2017,2997.04,0.09
Canadá,0805,Frutas y frutos secos,2017,40629.07,0.68
Canadá,0806,Frutas y frutos secos,2017,3151.96,76.70
Canadá,0807,Frutas y frutos secos,2017,245.76,nan
Canadá,0808,Frutas y frutos secos,2017,8619.95,0.06
Canadá,0809,Frutas y frutos secos,2017,8930.42,3411.25
Canadá,0810,Frutas y frutos secos,2017,17832.50,942.04
Canadá,1101,Cereales y harinas,2017,2132.96,631.64
Canadá,1102,Cereales y harinas,2017,542.32,10.95
Canadá,1103,Cereales y harinas,2017,1017.69,18.56
Canadá,1104,Cereales y harinas,2017,108.75,440.26
Canadá,0401,"Huevos, productos lácteos y miel",2017,2092.90,0.02
Canadá,0402,"Huevos, productos lácteos y miel",2017,1526.08,79.95
Canadá,0403,"Huevos, productos lácteos y miel",2017,118.78,32.47
Canadá,0404,"Huevos, productos lácteos y miel",2017,61.53,205.16
Canadá,0405,"Huevos, productos lácteos y miel",2017,2784.59,1.79
Canadá,0406,"Huevos, productos lácteos y miel",2017,121657.41,519.17
Canadá,0407,"Huevos, productos lácteos y miel",2017,7.00,10743.94
Canadá,0408,"Huevos, productos lácteos y miel",2017,7.97,7.59
Canadá,0409,"Huevos, productos lácteos y miel",2017,3474.90,41.67
Canadá,1509,Aceites,2017,121455.69,16.93
Canadá,1511,Aceites,2017,539.91,nan
Canadá,1512,Aceites,2017,2367.70,94.62
Canadá,2201,Bebidas,2017,52306.07,181.42
Canadá,2202,Bebidas,2017,52666.74,2353.68
Canadá,2203,Bebidas,2017,170951.30,3078.27
Canadá,2204,Bebidas,2017,869447.90,1732.93
Canadá,2205,Bebidas,2017,7971.08,0.31
Canadá,2206,Bebidas,2017,6597.29,182.13
Canadá,2207,Bebidas,2017,76.02,42.71
Canadá,1803,Chocolates,2017,11941.97,0.51
Canadá,1804,Chocolates,2017,1409.41,nan
Canadá,1805,Chocolates,2017,14153.42,0.23
Canadá,1905,Panaderia y pastelería,2017,127193.66,3164.04
Canadá,0201,Productos cárnicos,2018,1551.72,11932.65
Canadá,0202,Productos cárnicos,2018,2101.59,811.82
Canadá,0203,Productos cárnicos,2018,71051.78,649.85
Canadá,0204,Productos cárnicos,2018,5607.58,nan
Canadá,0205,Productos cárnicos,2018,nan,6178.46
Canadá,0206,Productos cárnicos,2018,5217.30,440.66
Canadá,0207,Productos cárnicos,2018,17181.89,36.96
Canadá,0208,Productos cárnicos,2018,182.98,24.90
Canadá,0209,Productos cárnicos,2018,331.70,nan
Canadá,0210,Productos cárnicos,2018,19370.82,8.34
Canadá,0302,Pescados y mariscos,2018,12078.69,5048.74
Canadá,0303,Pescados y mariscos,2018,9201.07,45962.26
Canadá,0304,Pescados y mariscos,2018,16812.29,10552.81
Canadá,0305,Pescados y mariscos,2018,14711.68,8196.21
Canadá,0701,Verduras y hortalizas,2018,84.69,62.10
Canadá,0702,Verduras y hortalizas,2018,381.04,nan
Canadá,0703,Verduras y hortalizas,2018,7161.19,nan
Canadá,0704,Verduras y hortalizas,2018,3986.75,nan
Canadá,0705,Verduras y hortalizas,2018,2228.26,0.06
Canadá,0706,Verduras y hortalizas,2018,405.79,1.13
Canadá,0707,Verduras y hortalizas,2018,2258.20,nan
Canadá,0708,Verduras y hortalizas,2018,463.75,7.21
Canadá,0803,Frutas y frutos secos,2018,0.19,nan
Canadá,0804,Frutas y frutos secos,2018,2618.50,0.01
Canadá,0805,Frutas y frutos secos,2018,66135.88,nan
Canadá,0806,Frutas y frutos secos,2018,3063.18,151.41
Canadá,0807,Frutas y frutos secos,2018,216.59,nan
Canadá,0808,Frutas y frutos secos,2018,7629.27,nan
Canadá,0809,Frutas y frutos secos,2018,3851.96,2355.34
Canadá,0810,Frutas y frutos secos,2018,17572.62,888.45
Canadá,1101,Cereales y harinas,2018,2682.51,474.20
Canadá,1102,Cereales y harinas,2018,835.20,7.70
Canadá,1103,Cereales y harinas,2018,1181.65,9.31
Canadá,1104,Cereales y harinas,2018,140.09,205.73
Canadá,0401,"Huevos, productos lácteos y miel",2018,2015.96,0.15
Canadá,0402,"Huevos, productos lácteos y miel",2018,1106.10,104.21
Canadá,0403,"Huevos, productos lácteos y miel",2018,81.69,0.15
Canadá,0404,"Huevos, productos lácteos y miel",2018,25.26,1893.55
Canadá,0405,"Huevos, productos lácteos y miel",2018,949.16,0.22
Canadá,0406,"Huevos, productos lácteos y miel",2018,154188.05,18.91
Canadá,0407,"Huevos, productos lácteos y miel",2018,nan,8304.34
Canadá,0408,"Huevos, productos lácteos y miel",2018,14.82,114.75
Canadá,0409,"Huevos, productos lácteos y miel",2018,3104.34,161.51
Canadá,1509,Aceites,2018,128973.90,15.97
Canadá,1511,Aceites,2018,322.66,2.71
Canadá,1512,Aceites,2018,4109.06,35.92
Canadá,2201,Bebidas,2018,50414.41,177.87
Canadá,2202,Bebidas,2018,61837.54,2123.87
Canadá,2203,Bebidas,2018,173261.57,2984.25
Canadá,2204,Bebidas,2018,896235.89,1521.90
Canadá,2205,Bebidas,2018,7235.96,0.36
Canadá,2206,Bebidas,2018,8997.41,117.71
Canadá,2207,Bebidas,2018,180.20,124.51
Canadá,1803,Chocolates,2018,11636.62,58.04
Canadá,1804,Chocolates,2018,1671.46,0.05
Canadá,1805,Chocolates,2018,14596.26,13.81
Canadá,1905,Panaderia y pastelería,2018,139709.00,3490.02
Canadá,0201,Productos cárnicos,2019,1986.61,20989.23
Canadá,0202,Productos cárnicos,2019,13530.21,508.36
Canadá,0203,Productos cárnicos,2019,57834.75,302.41
Canadá,0204,Productos cárnicos,2019,6789.40,nan
Canadá,0205,Productos cárnicos,2019,nan,6968.67
Canadá,0206,Productos cárnicos,2019,9139.74,504.03
Canadá,0207,Productos cárnicos,2019,16201.78,49.76
Canadá,0208,Productos cárnicos,2019,626.26,45.55
Canadá,0209,Productos cárnicos,2019,239.64,nan
Canadá,0210,Productos cárnicos,2019,26669.63,nan
Canadá,0302,Pescados y mariscos,2019,13844.39,3369.50
Canadá,0303,Pescados y mariscos,2019,13998.81,49463.64
Canadá,0304,Pescados y mariscos,2019,17722.08,9109.50
Canadá,0305,Pescados y mariscos,2019,16387.30,10756.64
Canadá,0701,Verduras y hortalizas,2019,58.90,48.78
Canadá,0702,Verduras y hortalizas,2019,131.04,nan
Canadá,0703,Verduras y hortalizas,2019,6980.20,0.59
Canadá,0704,Verduras y hortalizas,2019,7273.57,nan
Canadá,0705,Verduras y hortalizas,2019,1839.52,nan
Canadá,0706,Verduras y hortalizas,2019,838.72,0.90
Canadá,0707,Verduras y hortalizas,2019,1645.23,nan
Canadá,0708,Verduras y hortalizas,2019,382.89,1.12
Canadá,0803,Frutas y frutos secos,2019,0.99,nan
Canadá,0804,Frutas y frutos secos,2019,2303.74,70.58
Canadá,0805,Frutas y frutos secos,2019,62288.67,nan
Canadá,0806,Frutas y frutos secos,2019,2599.71,35.26
Canadá,0807,Frutas y frutos secos,2019,204.36,nan
Canadá,0808,Frutas y frutos secos,2019,7907.64,nan
Canadá,0809,Frutas y frutos secos,2019,4922.28,1425.81
Canadá,0810,Frutas y frutos secos,2019,20445.16,470.61
Canadá,1101,Cereales y harinas,2019,2723.94,588.73
Canadá,1102,Cereales y harinas,2019,240.59,107.34
Canadá,1103,Cereales y harinas,2019,940.32,4.79
Canadá,1104,Cereales y harinas,2019,212.71,485.23
Canadá,0401,"Huevos, productos lácteos y miel",2019,2260.44,0.00
Canadá,0402,"Huevos, productos lácteos y miel",2019,535.59,2.23
Canadá,0403,"Huevos, productos lácteos y miel",2019,93.68,nan
Canadá,0404,"Huevos, productos lácteos y miel",2019,164.91,6612.10
Canadá,0405,"Huevos, productos lácteos y miel",2019,5266.69,0.70
Canadá,0406,"Huevos, productos lácteos y miel",2019,176501.33,510.53
Canadá,0407,"Huevos, productos lácteos y miel",2019,19.01,7613.06
Canadá,0408,"Huevos, productos lácteos y miel",2019,31.01,0.26
Canadá,0409,"Huevos, productos lácteos y miel",2019,3764.85,279.22
Canadá,1509,Aceites,2019,106853.90,6.53
Canadá,1511,Aceites,2019,399.28,0.07
Canadá,1512,Aceites,2019,4248.48,66.70
Canadá,2201,Bebidas,2019,53022.05,184.99
Canadá,2202,Bebidas,2019,65478.95,2748.80
Canadá,2203,Bebidas,2019,179394.49,2509.65
Canadá,2204,Bebidas,2019,923351.22,1821.86
Canadá,2205,Bebidas,2019,6917.16,3.59
Canadá,2206,Bebidas,2019,10335.98,210.01
Canadá,2207,Bebidas,2019,115.05,6732.14
Canadá,1803,Chocolates,2019,8602.30,110.49
Canadá,1804,Chocolates,2019,3591.43,57.33
Canadá,1805,Chocolates,2019,13444.29,22.49
Canadá,1905,Panaderia y pastelería,2019,151049.44,5284.87
Canadá,0201,Productos cárnicos,2020,2009.26,13678.11
Canadá,0202,Productos cárnicos,2020,49808.31,496.25
Canadá,0203,Productos cárnicos,2020,72354.99,277.87
Canadá,0204,Productos cárnicos,2020,6438.74,nan
Canadá,0205,Productos cárnicos,2020,nan,5579.39
Canadá,0206,Productos cárnicos,2020,15486.34,355.65
Canadá,0207,Productos cárnicos,2020,10755.46,157.47
Canadá,0208,Productos cárnicos,2020,502.43,19.79
Canadá,0209,Productos cárnicos,2020,404.96,nan
Canadá,0210,Productos cárnicos,2020,33822.53,17.44
Canadá,0302,Pescados y mariscos,2020,9276.02,2071.52
Canadá,0303,Pescados y mariscos,2020,13914.98,42510.58
Canadá,0304,Pescados y mariscos,2020,10870.89,10166.00
Canadá,0305,Pescados y mariscos,2020,19787.74,8283.22
Canadá,0701,Verduras y hortalizas,2020,93.58,nan
Canadá,0702,Verduras y hortalizas,2020,111.52,nan
Canadá,0703,Verduras y hortalizas,2020,10463.49,113.62
Canadá,0704,Verduras y hortalizas,2020,3371.25,0.06
Canadá,0705,Verduras y hortalizas,2020,1306.86,nan
Canadá,0706,Verduras y hortalizas,2020,184.21,5.67
Canadá,0707,Verduras y hortalizas,2020,445.64,nan
Canadá,0708,Verduras y hortalizas,2020,205.25,1.43
Canadá,0803,Frutas y frutos secos,2020,0.02,0.10
Canadá,0804,Frutas y frutos secos,2020,2785.71,0.05
Canadá,0805,Frutas y frutos secos,2020,49119.38,nan
Canadá,0806,Frutas y frutos secos,2020,2526.76,0.10
Canadá,0807,Frutas y frutos secos,2020,163.68,nan
Canadá,0808,Frutas y frutos secos,2020,5304.41,nan
Canadá,0809,Frutas y frutos secos,2020,3219.92,849.30
Canadá,0810,Frutas y frutos secos,2020,21177.63,462.20
Canadá,1101,Cereales y harinas,2020,3444.96,685.59
Canadá,1102,Cereales y harinas,2020,236.63,105.12
Canadá,1103,Cereales y harinas,2020,1236.88,1.57
Canadá,1104,Cereales y harinas,2020,243.58,57.70
Canadá,0401,"Huevos, productos lácteos y miel",2020,1499.88,0.09
Canadá,0402,"Huevos, productos lácteos y miel",2020,1496.95,1.89
Canadá,0403,"Huevos, productos lácteos y miel",2020,130.27,1.02
Canadá,0404,"Huevos, productos lácteos y miel",2020,56.05,1274.71
Canadá,0405,"Huevos, productos lácteos y miel",2020,3827.29,nan
Canadá,0406,"Huevos, productos lácteos y miel",2020,194172.82,601.38
Canadá,0407,"Huevos, productos lácteos y miel",2020,161.00,2590.57
Canadá,0408,"Huevos, productos lácteos y miel",2020,31.02,0.20
Canadá,0409,"Huevos, productos lácteos y miel",2020,3794.88,583.17
Canadá,1509,Aceites,2020,117801.60,19.72
Canadá,1511,Aceites,2020,386.46,0.26
Canadá,1512,Aceites,2020,7001.38,76.14
Canadá,2201,Bebidas,2020,45992.12,144.16
Canadá,2202,Bebidas,2020,82441.97,3550.80
Canadá,2203,Bebidas,2020,165272.54,2307.23
Canadá,2204,Bebidas,2020,937452.00,1480.56
Canadá,2205,Bebidas,2020,8016.79,nan
Canadá,2206,Bebidas,2020,5938.67,132.83
Canadá,2207,Bebidas,2020,1503.85,44408.23
Canadá,1803,Chocolates,2020,13351.44,47.74
Canadá,1804,Chocolates,2020,4443.20,37409.36
Canadá,1805,Chocolates,2020,10068.71,154.90
Canadá,1905,Panaderia y pastelería,2020,150387.33,4762.42
